fecha,retorno
2027-03-16,-0.008667488750206313
2027-03-17,-0.017282201268959654
2027-03-18,0.033482155233255796
2027-03-19,0.020186194646502655
2027-03-20,-0.0034771758504452944
2027-03-21,0.008647910888481342
2027-03-22,-0.005715099218782896
2027-03-23,-0.006643703419233676
2027-03-24,-0.011329042567753637
2027-03-25,-0.008419259011892664
2027-03-26,0.02526361201005035
2027-03-27,-3.1042187628160746e-4
2027-03-28,0.002288678546413762
2027-03-29,0.00415531144398638
2027-03-30,0.018987138177280066
2027-03-31,-0.007240957464171704
2027-04-01,-0.01438760725588056
2027-04-02,0.025635453986047847
2027-04-03,-0.006117448253579284
2027-04-04,-0.010345989549098104
2027-04-05,-0.01804409678324939
2027-04-06,-0.018770735834766947
2027-04-07,-0.008109602189469803
2027-04-08,0.009769787257497928
2027-04-09,0.017147722083945775
2027-04-10,0.01111382530753382
2027-04-11,-0.004954859456428788
2027-04-12,0.0013962490607690105
2027-04-13,-0.010068946955201049
2027-04-14,-0.010258272423610153
2027-04-15,0.0137697574846538
2027-04-16,-0.014733888679053163
2027-04-17,0.029829409482386958
2027-04-18,-8.547939094877741e-4
2027-04-19,0.003718082399438244
2027-04-20,-0.0105779155710936
2027-04-21,-0.008115830346449046
2027-04-22,-0.019255241984578626
2027-04-23,-0.0022438808255909096
2027-04-24,0.006784736073866957
2027-04-25,0.0053645651624207
2027-04-26,-0.011223047305821271
2027-04-27,-0.011329329562810022
2027-04-28,-0.007032980775142911
2027-04-29,0.02294091004769526
2027-04-30,-0.016559554309986173
2027-05-01,-0.0021857739157029763
2027-05-02,0.029035427325183907
2027-05-03,-0.001014623279932126
2027-05-04,-0.019897610557320904
2027-05-05,-0.009471541529110932
2027-05-06,0.007781899683573172
2027-05-07,-0.005134043075046602
2027-05-08,-0.007928145453246743
